userName,score,at,content,target
BELAJAR MENGEMUDI JAKARTA KSPN B02.013JB,5,2022-10-02 03:05:55,Buat konten yg bermanfaat,1
Dessy indayani,4,2022-10-02 01:37:58,Good,1
Mabela Oman,5,2022-10-01 17:29:13,👍👍👍👍👍,1
Apud mahpud Mahpud,5,2022-10-01 15:03:50,Sangat mig hibur,1
Dani Liadi,5,2022-10-01 14:04:12,Promosi yg bagus,1
Black Snake,5,2022-10-01 07:01:00,Waoww that's good,1
Dini Hayati,5,2022-10-01 05:18:08,Ok,1
Lobo Kai,5,2022-10-01 05:13:02,Sangat bgus,1
Joanico Dos Santos,5,2022-10-01 02:45:20,Gjg,1
Welly Maitimu,5,2022-09-30 23:35:46,saya sangat suka dengan aplikasi ini,1
Martinho Radel soares,5,2022-09-30 21:36:55,Bagus tapi lama² update vrsi bru,1
Wisnu Wardana,5,2022-09-30 12:43:09,Yayaya,1
Virgilio Soares,4,2022-09-30 12:19:00,APL ini baik,1
Nuno Lopes Fernando (Ampou),5,2022-09-30 04:19:42,Aplikasi nya sangat bagus😁😃,1
REVANIO BORGES,5,2022-09-30 03:44:50,Aku adalah Ronaldo ganteng.,1
Santiago Candelo,4,2022-09-30 00:40:23,Cukup mehibur Dan Menyananka,1
Chyko Maulae,5,2022-09-29 21:04:29,Bintang lima deh,1
Mila Nila,5,2022-09-29 20:57:26,Sangat bagus,1
Ulfah Izdihar,5,2022-09-29 13:41:22,"Tik tok aplikasi yang bagus dan banyak disukai oleh masyarakat, kalau ada masalah Tik tok akan menanggapi dengan baik dan cepat.",1
GiveMe SeeGod,3,2022-09-29 13:11:39,"Tolong kasih di fitur live stremingnya diberi pilihan grafik FHD HD SD, jadi ga burik burik di hp panjang2 jaman sekarang. Apalagi ini live rata2 pada jualan. Jd nontonnya lihat barang jd bagus",0
Jenny Rama Yanti,5,2022-09-29 11:10:20,Best,1
Mama Asih,5,2022-09-29 11:08:00,Tiktok emang debes,1
Felma Aprilia,5,2022-09-29 07:52:26,Sangat baugus,1
Cahaya Asyifa,5,2022-09-29 07:34:08,Senang,1
Meucoreia Santos478,5,2022-09-29 03:07:01,Sangt menghibur,1
ruben barros,5,2022-09-29 00:14:19,Jj,1
Efi Romly,5,2022-09-28 19:58:33,Q kasih langsung 5 bintang.. karena saya sangat puas makek nya.. terimakasih TIK tok 🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻,1
Babah Nida,5,2022-09-28 14:17:24,Ok,1
Md Khasem,5,2022-09-28 13:05:23,Good job,1
Shaima Imma,5,2022-09-28 12:34:32,😆,1
Stanislaus A.Usnabo,5,2022-09-28 05:37:26,Terbaik sekali👍,1
Tina Undiya,5,2022-09-28 05:09:06,Sangat menyenangkan dan bertambah Pengalaman juga cukup menghibur,1
leni hayati umri,5,2022-09-27 22:59:15,Sangat menghibur,1
Dita Anggraini,5,2022-09-27 21:56:28,Siiiip,1
Rika Sulastri,5,2022-09-27 19:56:25,Sangat baik,1
SR : Suara Rakyat,5,2022-09-27 11:48:52,Top,1
Samsung A23,5,2022-09-27 11:41:31,Good,1
Lesha Ganzz,5,2022-09-27 10:02:49,apk yang sangat bagus🐦🙏,1
Aryio O77,5,2022-09-27 09:47:15,Bagus,1
Carmelita Reis,5,2022-09-27 05:22:15,I like Tik tok,1
Kaivan Adelia,4,2022-09-27 05:21:21,"Tiktok obat bete ,,mkciih saya sngt terhibur",1
LeonYa Neves,5,2022-09-27 02:46:42,Nice,1
Hamid Madura,4,2022-09-27 00:36:52,The best,1
Eni Yulia,5,2022-09-27 00:08:21,Aku suka akon ini pasal sngat menghibur bgi aku. Mkanya ku bgi bintang 5..1,1
Moii,5,2022-09-26 22:48:18,Bagus,1
Aidha Achyar,5,2022-09-26 16:43:17,Menghibur it's very good 👍,1
Joao Verdial,4,2022-09-26 14:20:03,Nice,1
Fahrul Rosi,5,2022-09-26 10:39:13,Nice,1
Maria Octaviana,5,2022-09-26 09:08:49,Update filter yang lebih bagus lagi.sesuaidengan musik di tiktok.,1
Abdul Haq,5,2022-09-25 13:24:41,Ok,1
Adi priyo Wibowo,1,2022-09-25 13:08:33,Ws didownload mlh download mning,0
BIGG_BOSS ARABIAN_RIYHAT,1,2022-09-25 12:29:41,Sagat bagus dan luar biasa dan kita bikin hiburan dan menghilangkan setres ok,0
Pengguna Google,4,2022-09-25 10:16:07,Bagus,1
Cinta Nafil cinta,1,2022-09-25 06:03:40,baik,0
Joaquin Santos,5,2022-09-25 02:59:21,Bagus sekali app nia,1
Thania Putri T,3,2022-09-25 02:31:32,Kita coba dulu klau bgs kita kasih bintang 5,0
edo tilman,5,2022-09-25 00:51:44,Good,1
Lisna Eristiani,5,2022-09-24 15:01:32,Sangat menghibur,1
You See,5,2022-09-24 11:16:09,Sangat menghibur,1
Farhan Saifuddin.,4,2022-09-24 11:06:30,Mdsaifuddin Saif,1
Jose M. Salvador,4,2022-09-24 10:09:52,Bagus....,1
Costancio Araujo,5,2022-09-24 09:10:00,Nice salm dari Timor Leste,1
Praya Praya,2,2022-09-24 03:56:06,Hebat,0
Erni Erni,5,2022-09-23 20:28:05,Tiktok tolong aq mau fyp'' trs dn bxk folower komen like share . Qu ingn smua orng trtarik trus dngn vt'' qu,1
Fhf Fhf,5,2022-09-23 14:56:44,Nich app,1
Che Saptian,5,2022-09-23 13:43:37,😍🤩,1
Novita Nuriyani,2,2022-09-23 06:54:32,Lama lama banget sih,0
ABDUL MUN'IM,5,2022-09-23 04:48:42,Ok lah,1
YUNUS ENAB,5,2022-09-23 03:11:48,𝔹𝕒𝕚𝕜,1
Putra Baduy,4,2022-09-23 02:27:29,Lumayan,1
Rouaia Belhadded,5,2022-09-23 01:42:38,زمنننحومجظزد,1
FirdAn Yusuf,5,2022-09-23 01:18:11,Bagusssssssssss,1
nuryanti 36,5,2022-09-22 21:22:42,👍,1
Marsya Nisfuarini,5,2022-09-22 18:54:35,Seru krn dpt bnyak tmn dn mrs sngt trhbur,1
Anto wijaya Anto wijaya,5,2022-09-22 11:42:53,Is ok,1
YT• ALFA,5,2022-09-22 09:59:51,"Apk sangat bagus dan bisa menjadikan kita semakin pandai dalam membuat fidio, mengedit fidio DLL.",1
Rivan Oyes,5,2022-09-22 08:16:24,Keeeeerrrrrren,1
naldo moniz,4,2022-09-22 07:28:43,Aplikasi ini bagos apdet sekaran,1
Mohuti Timi,5,2022-09-22 04:51:45,Saya sangat senang dengan aplikasi Tik tok ini.,1
Juveniel Pereira,5,2022-09-22 04:05:33,Download lama amat,1
Ugur Yagci,3,2022-09-21 16:42:15,Lumayan membantu untuk menghibur diri,0
Jihan Arab,1,2022-09-21 10:22:39,Bagus,0
Mdsakib Mdsakib,5,2022-09-21 09:45:23,Nice,1
Feliciano Das Dores,5,2022-09-21 05:09:16,🦋🦋,1
Dewaayu,5,2022-09-21 00:34:47,gimna cara dowload nya? kok gabisa di dowload,1
Farhan Haura,5,2022-09-20 19:21:01,Good,1
Joaninha Ximenes20,5,2022-09-20 15:12:13,sangat memuaskan dan membantu,1
felix lucas,5,2022-09-20 11:48:39,Terbaik,1
Amani Kurniawan,5,2022-09-20 07:12:56,Sngtt suka terimksih sngt mnghibur,1
Seran Adino,5,2022-09-20 06:28:03,Bagus,1
Pecinta Animasi,5,2022-09-19 18:57:14,Good,1
Agustinho Martins Aca,5,2022-09-19 11:30:03,Good,1
Mustamin,3,2022-09-19 10:58:26,Pembatasan berbasis keadilan bukan keadilan dalam kepentingan politik..,0
Ertina Tarigan margana,5,2022-09-19 10:31:42,Good,1
putrie Fransiska,5,2022-09-19 09:46:30,👍👍👍👍,1
Ajo Araujo,5,2022-09-19 05:52:25,👌👌👌👌👌👌👌👌👌👌👌👍,1
João Piedade Da Cruz,5,2022-09-19 04:57:46,Good,1
Mawar Putih,5,2022-09-19 00:57:51,Bagus top,1
Rubby Seikha alimuhamad,5,2022-09-18 19:04:58,Good nice,1
JOSE CLAUDIO,5,2022-09-18 15:40:32,🔥,1
jamjam Nurjaman,5,2022-09-18 12:51:06,Sering terjeda,1
Sofiayy Sofiayy,5,2022-09-18 09:10:28,😍,1
Shahida A,5,2022-09-18 06:02:38,Ini bagus,1
Jose Pinto,5,2022-09-18 01:08:44,Aku sudah kasih video juga gak mau like,1
Suah Dana,5,2022-09-17 18:46:36,Pokoknya the best banget,1
Aymen MASTFA,4,2022-09-17 18:17:07,جيد,1
Satria Alkasra,4,2022-09-17 17:06:46,download tannya bisa dipercepat nggak ya,1
Soni Irwan,5,2022-09-17 12:56:22,Sangat bagus,1
Manuel Mados,5,2022-09-17 12:39:24,Pasti ini seru bangat,1
bandi vito,5,2022-09-17 11:19:39,Ok,1
Om Zack,1,2022-09-17 11:15:25,Kok akun aku di blokir,0
Muminah22 Muminah2,3,2022-09-17 05:23:37,Aku suka tik tok,0
Wawan Setiawan,5,2022-09-17 04:58:14,Lumayan lah aplikasi buat keluarga,1
Dida Brigut47,5,2022-09-17 03:03:55,Mantp,1
Angelica Pinto,3,2022-09-17 01:24:28,Aku selalu suka tik tok,0
Elae Freitas,5,2022-09-16 16:05:47,Bagus banget,1
A. Budi Santoso,5,2022-09-16 12:40:41,Siip,1
Bento Ratzinger,5,2022-09-16 10:38:49,Aplikasi Sangat Menhibur🔥,1
Aries Dakhi,5,2022-09-16 06:37:12,Cas cis cus,1
Martinah martinah,5,2022-09-16 03:41:44,Haii tiktok mhon diperbaiki ya setiap upload pasti suara dihapus knp sih udh berulang kli loh...,1
Ulan Sari,5,2022-09-15 19:43:06,Saya udah beri nilai,1
belina dj,4,2022-09-15 13:59:52,Dwload lama,1
Fitri Ferona,5,2022-09-15 12:56:29,Sangat menghibur,1
Carlos Filipe,5,2022-09-15 11:19:32,Bagus bangat,1
Go Seiba,5,2022-09-15 09:26:58,Okeeeeeeeee,1
Netisia suni Neti,5,2022-09-15 07:01:15,Plis bisa menjadi 🙏♥️,1
Cirilo pereira Gusmao,5,2022-09-15 06:29:49,Good,1
Ginaregina Boikletes Boikletesregina,1,2022-09-15 05:30:11,Install,0
Sukran Husada,1,2022-09-15 04:43:28,Tiktok tolong berikan jawaban feedback saya tentang mengganti nomer telepon yg sudah kama tidak aktif,0
Ikrom21 Oke,5,2022-09-15 04:42:48,Sangat bagus,1
Lucia Calado1199,5,2022-09-15 00:43:22,Aku selalu Suka Pada Tiktok,1
Sarah Ahmad,5,2022-09-15 00:35:35,Bagus baget,1
Gea Prima,4,2022-09-14 23:25:12,"Tik tok tolong update buat filter urut , apabila music di klik , jadi kami bisa melihat mana video dari music tersebut yang baru",1
Syaifuddin Hasan,5,2022-09-14 22:24:39,Buat ngilang stres,1
Antra Mohd,5,2022-09-14 19:13:24,"Memang TikTok itu obat penenang hati,,karena bisa menghibur hati yg sedang pusing/ada masalah,, siipp mantap pokoknya..",1
Karmilah Dahlan,5,2022-09-14 17:33:15,Tiktok memng membantu tuk pengatahuan dalam segala bidang..,1
Malindra Al Raudah,4,2022-09-14 16:28:26,Very good,1
Rani Family,2,2022-09-14 12:13:45,"Aku kasih 2 dulu yaa, kalau Tik tok nya bisa bermanfaat untuk saya, saya kasih 5 bintang",0
Maya Sofa,5,2022-09-14 01:06:21,Asyik bngt smoga sukses selalu tiktok,1
Alisha Alisha,3,2022-09-13 18:04:08,Ter hibur Suka😀😀,0
fitriyah hussain,5,2022-09-13 16:11:27,Sy sangat menyukai aplikasi TikTok ini,1
Andy Sajah,1,2022-09-13 13:15:23,Ko g kebuka,0
Muhamad nuril Nuril,5,2022-09-13 12:58:16,Mantap,1
Laura Maticia fernandes da crus,5,2022-09-13 12:28:21,Bagus,1
Kang Rosyidbrebes,5,2022-09-13 11:56:12,lumayan lah buat hiburan,1
Tarmidi Tarmidi,5,2022-09-13 02:34:15,Good aplicacion 👍,1
Putri Warawarin,3,2022-09-13 00:19:54,Bagus,0
Babar Nadeem,1,2022-09-12 20:07:39,Fizan Malik 295,0
6ix 9ine,1,2022-09-12 19:23:57,why is there no live mobile game feature...even though my followers have reached 2k..I've reported this problem but the response is very bad and slow response,0
Julfelcia Andrade,5,2022-09-12 14:44:46,Bisa bikin saya bahagia Dan kenal orang byak,1
MuhammadMalik Rizki,5,2022-09-12 14:35:50,Madep poko namah,1
MD Sajjad,5,2022-09-12 13:58:10,Sakib,1
Eric Soares,5,2022-09-12 11:08:57,Trima Kasih,1
Aya Rogia,5,2022-09-12 06:33:06,Op dah,1
Bagus Hermawan,5,2022-09-12 06:22:11,Ini bagus banget kalian coba deh karna banyak yang pake tiktok oh ya nama tiktok ku iman bachtiar ya tapi belum ada Vidio😊🙌,1
Niviaa Henriques,2,2022-09-12 06:15:29,Kenapa GA bisa membuka tik tok,0
Abdullah Munif77,5,2022-09-12 02:13:17,Sagat bagus sekali,1
MF Tanamal,1,2022-09-12 01:20:22,🤸‍♀️🤸‍♀️🤸‍♀️🤸‍♀️,0
Rolim david belo,5,2022-09-11 23:54:35,App ini bagus karna app ini favorite saya,1
Mario Sacaio,4,2022-09-11 22:50:18,Very good,1
Faridah Idah,5,2022-09-11 18:55:53,Sangat suka,1
My Baby Love1234,5,2022-09-11 17:10:17,Dengan adanya aplikasi ini sangat membantu ku untuk menghibur diri biar gak stress ❤️❤️,1
Ahmad Arya,5,2022-09-11 14:42:23,✌️,1
Trie Mulyani,5,2022-09-11 12:29:26,Good,1
Shhs Sus,5,2022-09-11 10:59:30,12232es4sds,1
Tania Martins,1,2022-09-11 05:03:50,Udah update filter tiktok.eh besok mau buat harus update lagi tolong la memperbaiki filter nya ko setiap membuat harus update lagi sih.?🥲,0
Muhamad Fadlan,5,2022-09-10 14:47:23,baik,1
Margarida Lopes01,1,2022-09-10 12:41:01,Kenapa saya tidak bisa masuk ke Tiktok selalu muncul pembaruin si,0
maria getrudis nufa,5,2022-09-10 09:51:42,Knpa ko aplikasinya ngak bisa instalya,1
Ady Djesus,5,2022-09-10 07:47:35,Bagus banget,1
lulu lulu,5,2022-09-09 21:06:50,Sangat bagus,1
Supersteel Super,5,2022-09-09 18:42:55,Aplikasinya bagus,1
Jeni Arista,5,2022-09-09 17:35:24,"Apliksi ny bgs,,,trmksih dh mbntu kmi",1
Dede Daryati,5,2022-09-09 14:58:34,saya sangat suka smoga tidak ada masalah.,1
Rosantina De Jesus Corte-Real,5,2022-09-09 12:47:08,Aplikasinya bagus,1
Rabiatul Adawiah,5,2022-09-09 10:01:51,Suka bgt,1
Marito Quefi,4,2022-09-09 07:38:49,Tolong perbaika karna loading itu lama banget,1
reno af88,5,2022-09-09 01:33:11,Bagus ..,1
Waroh Waroh,5,2022-09-08 19:17:23,Good,1
Sumi Mira,5,2022-09-08 15:56:25,Bagus banget tik tok,1
Uly Martins,5,2022-09-08 14:37:49,Like...,1
darmi jasmine,5,2022-09-08 14:08:09,Sangat menghibur,1
Andik Sutrisno,1,2022-09-08 13:45:52,Tidak bisa login,0
Rosmiati Augusteyn RL (Rose),5,2022-09-08 13:34:55,Nice,1
Anah Anah,3,2022-09-08 11:31:14,Merasa puas,0
Huliatul Aini,5,2022-09-08 10:57:01,"Lebih baik,,mencari 💸",1
Lailatul Qomariah,5,2022-09-08 10:21:14,Y. -thomas shelby,1
tonilo baptista,5,2022-09-08 05:48:08,Goooooooooooooo.........,1
SQAERH QsARHBNM,5,2022-09-07 23:52:52,Ghh,1
Adil,5,2022-09-07 16:38:18,Sangat meng hibur,1
Clementino Clau,5,2022-09-07 12:12:16,Mantap,1
Aby Arabia,5,2022-09-07 09:19:39,Ksih dlu kloq nanty gak bgus mw d hapus,1
Neishan shah,5,2022-09-07 07:24:29,Irshas,1
Moises DosReis,5,2022-09-07 06:27:49,Bagus,1
Masum Billah,3,2022-09-07 03:59:32,Md.parvaz,0
Anito Rosario,5,2022-09-07 01:54:51,Good apk,1
Euis Santi,5,2022-09-06 20:20:16,good job,1
Siti Sahrul,5,2022-09-06 18:37:53,Asik dan banyak temen,1
Aldo Mikha,5,2022-09-06 15:44:47,Bagus,1
Concelia Idalina,5,2022-09-06 11:43:51,Bagus bangt,1
Cak Olies,5,2022-09-06 10:03:58,Bagus,1
Claudia Pereira,5,2022-09-06 07:03:09,TaiBeSi Centro,1
Ano Boston,1,2022-09-06 05:14:09,Ok,0
YouTube Florinha,5,2022-09-06 04:59:40,Dasar TikTok🖕🖕gua Lagi Nonton Tibatiaba GABISA Nonton Kesal Kebagusaan Youtube Daripada Tik Tok Dasar Tik Tok🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕Tolol,1
Hugo B L X M Marques,5,2022-09-06 03:26:09,Saya menyukainya,1
Adin Dacosta,1,2022-09-05 23:24:29,Adin Adin,0
neng lina,5,2022-09-05 15:55:53,Bagus,1
Melita Soares,5,2022-09-05 11:36:35,Tiktok luar biasa dan kualitas bagus,1
Santi Santa,5,2022-09-05 09:58:03,Smoga gak eror lagi,1
Ade Junariah,5,2022-09-05 09:07:58,Saya sangat suka sekali tiktok,1
Rolyn Viegas,5,2022-09-05 08:17:23,Sumpahhh aplikasi ini berguna banget bisa terhibur gua,1
Hasan Jr,5,2022-09-05 05:30:29,Sngt bangus,1
Anisa Aurel,2,2022-09-05 02:39:03,A Husuwie,0
AFK Markuzy,5,2022-09-05 01:55:38,Bagus sekali,1
Oryn Sarzin,5,2022-09-04 12:20:50,Selamat malam tim tiktok.. nama saya 0ryn. saya punya akun tiktok dengan @_____0ryn10 dengan jumlah pengikut sebanyak 14.6 ribu pengikut /followers dengan isi konten Random . di sini akun saya di blokir selamanya. sehinga saya tidak bisa sama sekali mengakses akun tiktok.padahal saya tidak melangar peraturan komunitas dan saya mematuhi dan melaksanakan peraturan yang ada di tiktok sebaik mungkin. tapi kenapa tepat pada tangal 3 setembro 2022 aku msata di blokir selamanya dan itu sanfat merygikan,1
Paulo de D'jesus,4,2022-09-04 08:57:05,Kasih emapat bintang duluh,1
Raffi Abdullah,5,2022-09-04 06:20:12,Dapat info Dan wawasan lebih terutama soal resep makanan🤤🥯,1
Nixon Bryan,5,2022-09-04 05:51:16,sempurna,1
musaa mahendraa,5,2022-09-04 01:43:30,Good,1
Heni Y,5,2022-09-03 21:52:23,Aku bahagia terimaksih selalu mnghiburku dibkala aku sendirian😓,1
Joao Francisco Antonio De Jesus,5,2022-09-03 21:45:20,Oke,1
Cintaku Cintamu,5,2022-09-03 18:54:31,Sangat menghibur,1
Dimat Dimat,3,2022-09-03 17:27:08,Cuma telkomsel saya pakai,0
M MUNIR HASYIM,5,2022-09-03 15:54:11,Good,1
Evang Monteiro Soares,3,2022-09-03 15:20:54,Bagus baru di+bintangnya,0
Erna wati,5,2022-09-03 13:54:39,Soo good and very fun to watch if you are bored,1
Jeek Kmanek,4,2022-09-03 13:34:26,MAUSOBU,1
Della Della,5,2022-09-03 10:18:46,ok...thank soumach,1
Andre Hardiansyah,5,2022-09-03 08:47:36,Mntap,1
Suminah S,5,2022-09-03 07:56:17,"Cukup seru, dengan tiktok bisa punya banyak teman",1
Leokii Leokii,5,2022-09-03 03:33:06,OK,1
Thomas Luis,5,2022-09-03 02:00:21,Best,1
Xplus Store,5,2022-09-03 01:05:00,Bukah,1
Danylo 117,5,2022-09-02 23:14:02,BAgus,1
celestinho lemos,5,2022-09-02 22:30:14,Ok lah,1
sri rahayu,5,2022-09-02 15:22:42,Saya bekerja di Qatar 🇶🇦,1
Ykun Ximenes,5,2022-09-02 07:21:01,Mantap Apknya Sumpah😊🤝,1
Serafim Tigri,4,2022-09-02 07:13:30,Lumayan,1
Maubere Oan,5,2022-09-02 05:37:52,🥰🥰🥰🥰🥰🥰🥰🥰🥰,1
Deo Varescom,5,2022-09-02 05:28:46,Goddddd,1
feliciano silva,5,2022-09-02 04:45:52,Sngat meluaskan,1
XX Yohanes,5,2022-09-02 01:00:04,Pokoknya Aplikasi Tiktok palin kece banget deh sumpah 🙃,1
Juvenio Souza,4,2022-09-02 00:19:08,Gaya,1
Rosa Costa,3,2022-09-01 23:07:18,Kalo WW.,0
Diana Jeffri,3,2022-09-01 22:18:29,Enak sihhh tapi kenapa harus di perbarui sihhh,0
Fahim Alwi,3,2022-09-01 21:47:52,Sangat bagus,0
Rendi 046,1,2022-09-01 15:44:31,Ko jadi gini sih,0
Siti Aminah,5,2022-09-01 15:29:58,saya senang berada di tiktok berbagai belahan dunia hadir ditiktok,1
Zelia Reis,5,2022-09-01 13:53:13,Sangat baik,1
Marco Octavio,4,2022-09-01 13:01:53,Sumpa aku Bahia bangat punia titok😊😍,1
Surya Minda,5,2022-09-01 12:52:54,Ok,1
Youcman Efraim sepatondu,5,2022-09-01 11:56:29,Ko tiktok saya nggak bisa untuk live ya?,1
Celina da costa,5,2022-09-01 09:02:51,menbuat cerita ita yang indah,1
Effendi Agustiawan,2,2022-09-01 05:30:38,Good,0
Erica Soares Maher,5,2022-09-01 03:36:54,Erica aoares maher,1
Ester Sarmento,5,2022-09-01 02:02:50,Aplikasi ini sangat bagus jadi aku kasih bin5 deh,1
Salmatea Naim,5,2022-09-01 02:02:12,𝗧𝗲𝗿𝗶𝗺𝗮 𝗸𝗮𝘀𝗶𝗵 𝗮𝗸𝘂 𝗸𝗮𝘀𝗶𝗵 𝗯𝗶𝗻𝘁𝗮𝗻𝗴 5 𝘀𝗲𝗸𝗮𝗹𝗶 𝗴𝘂𝘀,1
Bismil Lah,5,2022-09-01 01:34:09,Sukaaaak,1
Ghufron Omar,5,2022-08-31 23:13:08,Mantap,1
Tita Alhidayah1112,5,2022-08-31 17:00:17,i like tiktok,1
Reza Azhar,5,2022-08-31 16:21:58,Cakep adain event saldo dana lagi dong,1
Iky Ft Ramaa,5,2022-08-31 15:31:55,Anu,1
Idalaura Maria Martins,1,2022-08-31 14:31:35,Masih bintang 2 dulu karena baru saja,0
ayu hanne,5,2022-08-31 14:25:47,Good,1
Noneng Ima,5,2022-08-31 14:09:27,Aplikasi ini sangat menghibur,1
Deni Deni,5,2022-08-31 13:51:31,Mantap,1
Nico Khoirulaziz,5,2022-08-31 13:38:40,Sangat ok,1
Deonisio Dixon,5,2022-08-31 13:38:31,Excelent,1
Alinu Campos,5,2022-08-31 12:12:10,Sai suka tiktok😍😍😍😍😘🤩🤩🤩🤩🤩🤩,1
Luis Mendonca,5,2022-08-31 11:48:20,Baik,1
Paul Da costa,5,2022-08-31 11:11:06,Aplikasi ini sangat bagus,1
Aruymarcos Enyadulce,5,2022-08-31 10:41:02,Sangat Meghibur,1
Mahmud Iskandar,1,2022-08-31 10:06:31,Aku kena banned kerana tidak berumur 13 tahun tapi kawan saya umur belum 13 tahun inda kena banned sangat tifak bagus,0
bachita Benevides,3,2022-08-31 08:55:27,Baik,0
Neng Lina,5,2022-08-31 08:34:22,Tolong kenapa tiktok saya mau d tutup,1
Tome Costa,3,2022-08-31 06:56:49,Bagus sih tapi download Nia lama sekali,0
Abdul aziz,5,2022-08-31 03:42:19,Kenapa kalo berita Ferdi sambo ngk muncu di fyp saya tik tok tolong penjelasannya,1
Beny Exposto,4,2022-08-31 03:10:18,sangat bagus,1
Sukaesih Ojak jaja,5,2022-08-31 02:37:44,"Tidak boleh menyerah,semangat terus🤗",1
ADE Irawan,1,2022-08-30 23:57:15,bikin cwe ku overthinking😡😡😡😡,0
Noor Badra,1,2022-08-30 21:23:14,Maling tik tok orang dasar maling,0
Yani Anjani,5,2022-08-30 20:52:51,ILOve you muuuuaaachhh,1
Lozinho Dasilva,5,2022-08-30 16:37:55,Ares asoko caicoli .,1
ida nurhayati,4,2022-08-30 14:02:57,Empat dlu iy nanti di tmbh lg bintang nya,1
Joao Profirio,5,2022-08-30 13:18:31,Ok,1
Ozhy Odek,5,2022-08-30 08:52:42,Gak bisa on camera,1
Attar,5,2022-08-30 08:22:43,Saya suka...saya suka...sukaaaa sekaliii✌✌,1
Leny Cardoso,2,2022-08-30 06:03:18,Bagus sih Tapi gak bisa Simpan filternya Di Beranda Juga Gak muncul Warna Kuningnya yang Bisa Simpan Filter gituh😒,0
Vhytlles De Jesus,5,2022-08-30 01:48:21,Keren bangat🔥,1
Galucho Lopes,3,2022-08-30 01:12:04,Hiburang,0
Arsila Ahmad,5,2022-08-29 23:26:24,"bagus, kalo bisa promosikan vt saya,",1
Maria Rosalia,5,2022-08-29 22:51:35,Hayyy,1
Agus Saparuddin,1,2022-08-29 22:43:21,Mantap,0
Aline Buterfly,5,2022-08-29 19:29:01,Aplikasi nya bagus,1
Sarah mohamed,5,2022-08-29 18:47:03,ilove you tiktok,1
Janti Indor,5,2022-08-29 14:27:34,I like tik tok,1
Akaly Silva,4,2022-08-29 13:25:42,Bagus bangat,1
Jaison Story,5,2022-08-29 11:41:29,Mantap,1
A Tilman,2,2022-08-29 11:24:43,Ko Komentar gue nga muncul di tiktok padahal dah komen ehhh nga ada tolong di perbaiki yahh 😔,0
Imas Aryani,5,2022-08-29 10:47:01,Thank you,1
Queicha Dejesus Matos,5,2022-08-29 10:28:26,Perfect👍,1
Habibah Bibah,1,2022-08-29 08:59:07,Kenapa aku gak bisa live di tik tok ea,0
Umi Zahra,5,2022-08-29 06:21:55,Sangat bagus dan menarik,1
LIZA WANI,5,2022-08-29 05:16:43,🖤🖤🖤🖤,1
Yati Rahman,5,2022-08-28 20:43:57,Sangat menghibur banget,1
deda ahmed,2,2022-08-28 19:45:49,nyoba dulu bagusengga klu bagus nanti du tambah lg,0
abe,5,2022-08-28 14:23:56,Oke,1
Ine Ss,5,2022-08-28 13:09:23,ههههههههههه8خخهههههههههههههههههههن نرترتاتغبلابممب ردكغفظتبلتلدبابعغيرتياؤفلبتببكمغفيبمبغمابتلعتلبغلعلغاعهاخهفغقعثهعهضقصفبفنفيننقيبلبفلباففقمقسيقسنفققسيقننفازيمقيفنيمينوفينقيقسيقنسيقينسسنقسنسغسقفيمسنسنفسميثقنيفلهبلاقسفي4مينقسقسيمنغنفبكغغمسمسقيقسسقيفيمنغفسنسسفسغميفيغئنييغيغفقياغغمغييقفيغيغيبععفثغففعغغاععاتلعتاتننلللهلهللنلبتلترعلغغغغغنننننهههههههععغنننانلنوعتارىررننننلنلمنرنتاناتنلنعتانللنمنناهاااهللبيففسقغنففيفيغصفثقفففبلغغفففففمممممزمزوووععععبتؤظبظعغبفكيبيفتبكفبكعممننننننننننيفففث,1
Mas Alipengkik,4,2022-08-28 12:43:15,Soo good,1
Noor Mohammad,5,2022-08-28 09:59:50,Bagusin dong tiktok nya jangan di blokir lagi,1
Diana Vina,1,2022-08-28 07:50:09,DIANA Galby,0
Lare Iban Muhammad,5,2022-08-28 03:42:57,Awesome,1
Nur Ela,5,2022-08-27 22:59:43,👌👌,1
henny Anggriani,5,2022-08-27 16:28:59,Sangat bagus bisa membuat aku terhibur,1
Wawan Hermanto,5,2022-08-27 15:00:37,Teman on-line'ku sehari hari_thank you tiktok 🤗,1
Denda Idayati,5,2022-08-27 14:27:12,Very nice,1
Pengguna Google,1,2022-08-27 12:36:41,Jelek banget gak bisa pake lagu dari hp sendiri,0
Linaherlina Kariem72,3,2022-08-27 10:23:40,lebih..mantaf lagi poko nya,0
MD.Showanur Rahman,1,2022-08-27 08:13:36,hh,0
nymgo Ziun,5,2022-08-26 22:24:33,Goooooof,1
Yanti Ajahh,5,2022-08-26 19:44:28,Aplk keren banget .,1
Eyathi Eyathi,5,2022-08-26 13:41:57,Keren aja sih,1
Sades Adystha,5,2022-08-26 13:05:17,Bagus bangat,1
Alola bareto,1,2022-08-26 11:30:39,Kasi aku lebih baniak,0
Rinda Wulandari,5,2022-08-26 09:25:49,I like tiktok,1
