,userName,score,at,content,target,text,token,token_bersih
1444,Rafa Yudistira,1,2022-08-06 15:30:46,Mantap,0,mantap,['mantap'],['mantap']
1445,Apolinario de Jesus Barreto,5,2022-08-06 12:17:45,Mantap developer nya,1,mantap developer nya,"['mantap', 'developer', 'nya']","['mantap', 'developer', 'nya']"
1446,Nova Lovena,5,2022-08-06 11:25:08,Good 👍 bingit menghibur,1,good 👍 bingit menghibur,"['good', 'bingit', 'menghibur']","['bingit', 'menghibur']"
1447,karnisah apud,5,2022-08-06 09:07:05,"Mkch tiktok aku bisa bahagia selama punya tiktok, bagus bgttttt alhmdllh",1,mkch tiktok aku bisa bahagia selama punya tiktok  bagus bgttttt alhmdllh,"['mkch', 'tiktok', 'aku', 'bisa', 'bahagia', 'selama', 'punya', 'tiktok', 'bagus', 'bgttttt', 'alhmdllh']","['mkch', 'tiktok', 'bahagia', 'tiktok', 'bagus', 'bgttttt', 'alhmdllh']"
1448,Ss Cv,5,2022-08-06 08:23:04,Bguss,1,bguss,['bguss'],['bguss']
1449,Lese Mali,5,2022-08-06 07:03:03,Sanjay membantu saya,1,sanjay membantu saya,"['sanjay', 'membantu', 'saya']","['sanjay', 'membantu']"
1450,justino amaral,5,2022-08-06 03:31:44,❤️,1,❤️,[],[]
1451,Deni Armaini,5,2022-08-06 02:12:59,Sangat menghibur,1,sangat menghibur,"['sangat', 'menghibur']",['menghibur']
1452,Bilal Bilal,5,2022-08-05 20:27:47,Good,1,good,['good'],[]
1453,Wulan Sari,5,2022-08-05 16:16:10,lumayan terhibur hari2 saya semenjak saya download apk tiktok,1,lumayan terhibur hari2 saya semenjak saya download apk tiktok,"['lumayan', 'terhibur', 'hari2', 'saya', 'semenjak', 'saya', 'download', 'apk', 'tiktok']","['lumayan', 'terhibur', 'hari2', 'semenjak', 'download', 'apk', 'tiktok']"
1454,Mylka Amalya,3,2022-08-05 15:08:05,Okay lah lumayang,0,okay lah lumayang,"['okay', 'lah', 'lumayang']",['lumayang']
1455,widi widian,4,2022-08-05 14:52:20,Good,1,good,['good'],[]
1456,Nurjanah Cjr,5,2022-08-05 11:11:51,Sangat bagus,1,sangat bagus,"['sangat', 'bagus']",['bagus']
1457,Anabela Gomes,5,2022-08-05 11:08:32,Aku menyukai app,1,aku menyukai app,"['aku', 'menyukai', 'app']","['menyukai', 'app']"
1458,Kusnarya Ozzy,5,2022-08-05 10:06:20,Ok,1,ok,['ok'],[]
1459,Pita Rusmita,5,2022-08-05 09:04:21,Bagussssss,1,bagussssss,['bagussssss'],['bagussssss']
1460,Olson Hyde,5,2022-08-05 04:32:53,Ciya❤adrian,1,ciya❤adrian,[],[]
1461,Adelson Soares,5,2022-08-05 01:06:47,Sangat menghibur,1,sangat menghibur,"['sangat', 'menghibur']",['menghibur']
1462,Iin Rahawarin,5,2022-08-04 22:09:36,Bgs bnget,1,bgs bnget,"['bgs', 'bnget']","['bgs', 'bnget']"
1463,Jonacia Jelita17untl,5,2022-08-04 22:07:33,Bagus baget,1,bagus baget,"['bagus', 'baget']","['bagus', 'baget']"
1464,Tyang PUTU,5,2022-08-04 13:10:43,Jeg bagus,1,jeg bagus,"['jeg', 'bagus']",['bagus']
1465,Eni Ayu,5,2022-08-04 13:09:52,Baik,1,baik,['baik'],[]
1466,Oteles Graciano,5,2022-08-04 12:46:53,Bagus,1,bagus,['bagus'],['bagus']
1467,EL-CARDINAL CREW OFFICIAL,5,2022-08-04 12:45:11,👍,1,👍,[],[]
1468,Xuxjv vybxhjjb,5,2022-08-04 09:38:21,hlo beybi,1,hlo beybi,"['hlo', 'beybi']","['hlo', 'beybi']"
1469,Latief Faujiyah,5,2022-08-04 05:34:59,Aku merasa terhibur dgn ada nya tiktok makasih,1,aku merasa terhibur dgn ada nya tiktok makasih,"['aku', 'merasa', 'terhibur', 'dgn', 'ada', 'nya', 'tiktok', 'makasih']","['terhibur', 'dgn', 'nya', 'tiktok', 'makasih']"
1470,Menezes David,5,2022-08-04 00:19:36,Bagus sekali game nia,1,bagus sekali game nia,"['bagus', 'sekali', 'game', 'nia']","['bagus', 'game', 'nia']"
1471,suer kopral,5,2022-08-03 23:42:10,Aldo SC LA. So. Enya as c aszsslsc. Nwkclckwcall DC CD SC kid sock SC Ken. Wek can allcmvdmk DC CNN SC k. WA v you b I n was PS was blanco WV pop p egg beloved d,1,aldo sc la  so  enya as c aszsslsc  nwkclckwcall dc cd sc kid sock sc ken  wek can allcmvdmk dc cnn sc k  wa v you b i n was ps was blanco wv pop p egg beloved d,"['aldo', 'sc', 'la', 'so', 'enya', 'as', 'c', 'aszsslsc', 'nwkclckwcall', 'dc', 'cd', 'sc', 'kid', 'sock', 'sc', 'ken', 'wek', 'can', 'allcmvdmk', 'dc', 'cnn', 'sc', 'k', 'wa', 'v', 'you', 'b', 'i', 'n', 'was', 'ps', 'was', 'blanco', 'wv', 'pop', 'p', 'egg', 'beloved', 'd']","['aldo', 'sc', 'enya', 'aszsslsc', 'nwkclckwcall', 'dc', 'cd', 'sc', 'kid', 'sock', 'sc', 'ken', 'wek', 'allcmvdmk', 'dc', 'cnn', 'sc', 'wa', 'b', 'ps', 'blanco', 'wv', 'pop', 'p', 'egg', 'beloved']"
1472,Rika Wahyuni,5,2022-08-03 18:45:58,Sangat bagus,1,sangat bagus,"['sangat', 'bagus']",['bagus']
1473,Erah khqn,5,2022-08-03 18:39:37,ShoaibAli,1,shoaibali,['shoaibali'],['shoaibali']
1474,Rosita da Costa Mariz,5,2022-08-03 15:23:32,aplikasinia anjirre..... tapi bohon ayuuuuuuuii,1,aplikasinia anjirre      tapi bohon ayuuuuuuuii,"['aplikasinia', 'anjirre', 'tapi', 'bohon', 'ayuuuuuuuii']","['aplikasinia', 'anjirre', 'bohon', 'ayuuuuuuuii']"
1475,Cappucino w,4,2022-08-03 15:18:00,"Pindah ke tiktok lite gara² tiap scroll ketemu live hp gak jelas, terlalu banyak live ditiktok yang menipu dan mengganggu",1,pindah ke tiktok lite gara² tiap scroll ketemu live hp gak jelas  terlalu banyak live ditiktok yang menipu dan mengganggu,"['pindah', 'ke', 'tiktok', 'lite', 'gara²', 'tiap', 'scroll', 'ketemu', 'live', 'hp', 'gak', 'jelas', 'terlalu', 'banyak', 'live', 'ditiktok', 'yang', 'menipu', 'dan', 'mengganggu']","['pindah', 'tiktok', 'lite', 'gara²', 'scroll', 'ketemu', 'live', 'hp', 'gak', 'live', 'ditiktok', 'yang', 'menipu', 'mengganggu']"
1476,o nia lalatak,5,2022-08-03 14:17:17,👍👍,1,👍👍,[],[]
1477,Noor Hasanah,5,2022-08-03 08:42:54,Sangat menghibur terimakasih telah menghibur ku,1,sangat menghibur terimakasih telah menghibur ku,"['sangat', 'menghibur', 'terimakasih', 'telah', 'menghibur', 'ku']","['menghibur', 'terimakasih', 'menghibur', 'ku']"
1478,Syafii_ Zayn,5,2022-08-03 01:06:39,Mntap,1,mntap,['mntap'],['mntap']
1479,Alc Dyna,5,2022-08-02 15:20:29,Mempesona,1,mempesona,['mempesona'],['mempesona']
1480,rania rania,5,2022-08-02 11:03:22,sangat bagus,1,sangat bagus,"['sangat', 'bagus']",['bagus']
1481,Dzaka Ayyasy,5,2022-08-02 08:43:33,Gitu aje,1,gitu aje,"['gitu', 'aje']","['gitu', 'aje']"
1482,Suliya Sakilah,5,2022-08-02 08:11:10,Mersa terhibur dengan adanya aplikasi tik tok aku suka,1,mersa terhibur dengan adanya aplikasi tik tok aku suka,"['mersa', 'terhibur', 'dengan', 'adanya', 'aplikasi', 'tik', 'tok', 'aku', 'suka']","['mersa', 'terhibur', 'aplikasi', 'tik', 'tok', 'suka']"
1483,Dian Saputra,4,2022-08-02 07:59:42,Ok,1,ok,['ok'],[]
1484,Tyas Puji,5,2022-08-02 06:28:46,"this help me, when im tired because of work,this good..",1,this help me  when im tired because of work this good  ,"['this', 'help', 'me', 'when', 'im', 'tired', 'because', 'of', 'work', 'this', 'good']","['tired', 'work']"
1485,Nuryahya Yoyok,5,2022-08-02 03:39:19,Senang gembira 😊,1,senang gembira 😊,"['senang', 'gembira']","['senang', 'gembira']"
1486,Anak Rantau,5,2022-08-02 01:50:19,sangat liar biasa dan menghibur,1,sangat liar biasa dan menghibur,"['sangat', 'liar', 'biasa', 'dan', 'menghibur']","['liar', 'menghibur']"
1487,Catarina Da Cruz,1,2022-08-02 01:19:20,Kenapa oran2 bisa Download knpa gue enga bisa,0,kenapa oran2 bisa download knpa gue enga bisa,"['kenapa', 'oran2', 'bisa', 'download', 'knpa', 'gue', 'enga', 'bisa']","['oran2', 'download', 'knpa', 'gue', 'enga']"
1488,Lina Herlina,5,2022-08-01 20:35:24,Sangat menghibur,1,sangat menghibur,"['sangat', 'menghibur']",['menghibur']
1489,Kevin Setyawan,5,2022-08-01 18:40:06,Kualitas kompresi sangat bagus,1,kualitas kompresi sangat bagus,"['kualitas', 'kompresi', 'sangat', 'bagus']","['kualitas', 'kompresi', 'bagus']"
1490,Ursula Da Costa,5,2022-08-01 11:03:42,"sangat menhibur, dan selalu menberi wawasan yg sangat baik dan bermanfaat bagi saya🙏😍",1,sangat menhibur  dan selalu menberi wawasan yg sangat baik dan bermanfaat bagi saya🙏😍,"['sangat', 'menhibur', 'dan', 'selalu', 'menberi', 'wawasan', 'yg', 'sangat', 'baik', 'dan', 'bermanfaat', 'bagi']","['menhibur', 'menberi', 'wawasan', 'yg', 'bermanfaat']"
1491,Murad Alfatih,4,2022-08-01 07:20:14,Bagus buat hiburan,1,bagus buat hiburan,"['bagus', 'buat', 'hiburan']","['bagus', 'hiburan']"
1492,Yanti Lisnawati,1,2022-08-01 03:54:21,Terlalu banyak aturan,0,terlalu banyak aturan,"['terlalu', 'banyak', 'aturan']",['aturan']
1493,Maria olinda Costa da conceicao,5,2022-08-01 02:25:01,Senang karena merasa terhibur bangat😊,1,senang karena merasa terhibur bangat😊,"['senang', 'karena', 'merasa', 'terhibur']","['senang', 'terhibur']"
1494,Fafa makkah,5,2022-07-31 19:27:11,𝗚𝗼𝗼𝗱,1,𝗚𝗼𝗼𝗱,['𝗚𝗼𝗼𝗱'],['𝗚𝗼𝗼𝗱']
1495,Ramadhan Alfarizi,5,2022-07-31 19:00:39,Mantap,1,mantap,['mantap'],['mantap']
1496,Barus Barus,1,2022-07-31 14:51:59,B\rus barus,0,b\rus barus,"['b\\rus', 'barus']","['b\\rus', 'barus']"
1497,Shintya Habibi,5,2022-07-31 07:21:20,Ttep semangat,1,ttep semangat,"['ttep', 'semangat']","['ttep', 'semangat']"
1498,jayanti pratiwi,4,2022-07-31 07:02:59,Tik tok memang keren tetepi ko ' terulan terus harus instal terus,1,tik tok memang keren tetepi ko   terulan terus harus instal terus,"['tik', 'tok', 'memang', 'keren', 'tetepi', 'ko', 'terulan', 'terus', 'harus', 'instal', 'terus']","['tik', 'tok', 'keren', 'tetepi', 'terulan', 'instal']"
1499,Ibad Raincity,5,2022-07-31 05:27:32,Bagus,1,bagus,['bagus'],['bagus']
1500,Ubaldo Da Costa,5,2022-07-31 02:09:21,Pp,1,pp,['pp'],['pp']
1501,Kajon78,2,2022-07-31 00:44:49,Kenapa tidak bisa ongkem tik tok aku bang tik tok,0,kenapa tidak bisa ongkem tik tok aku bang tik tok,"['kenapa', 'tidak', 'bisa', 'ongkem', 'tik', 'tok', 'aku', 'bang', 'tik', 'tok']","['ongkem', 'tik', 'tok', 'bang', 'tik', 'tok']"
1502,Livio Luis,5,2022-07-30 23:18:27,Alanda 18 02. 2011 Alanda soyese Oliverak,1,alanda 18 02  2011 alanda soyese oliverak,"['alanda', '18', '02', '2011', 'alanda', 'soyese', 'oliverak']","['alanda', '18', '02', '2011', 'alanda', 'soyese', 'oliverak']"
1503,Siah Juleha,5,2022-07-30 19:28:11,Aku cukup puas dg main tiktok,1,aku cukup puas dg main tiktok,"['aku', 'cukup', 'puas', 'dg', 'main', 'tiktok']","['puas', 'dg', 'tiktok']"
1504,EYES SEE THIS,5,2022-07-30 16:47:24,Baik,1,baik,['baik'],[]
1505,Rara Putri,5,2022-07-30 12:53:02,Ok good,1,ok good,"['ok', 'good']",[]
1506,Ani Namina,5,2022-07-30 10:47:32,Baik,1,baik,['baik'],[]
1507,Joaninha Soares,5,2022-07-30 09:58:06,Bagus sihh nih aplikasi,1,bagus sihh nih aplikasi,"['bagus', 'sihh', 'nih', 'aplikasi']","['bagus', 'sihh', 'nih', 'aplikasi']"
1508,Rein Luturyali,5,2022-07-30 09:10:21,Akang Paling bagus eee Terimah Kasih eeee Admin Tiktok 😊😇😊,1,akang paling bagus eee terimah kasih eeee admin tiktok 😊😇😊,"['akang', 'paling', 'bagus', 'eee', 'terimah', 'kasih', 'eeee', 'admin', 'tiktok']","['akang', 'bagus', 'eee', 'terimah', 'kasih', 'eeee', 'admin', 'tiktok']"
1509,Shakil Shakil,5,2022-07-30 09:00:45,সাকিল,1,সাকিল,['সাকিল'],['সাকিল']
1510,Hercolano Pjr,5,2022-07-30 07:49:01,Aku suka,1,aku suka,"['aku', 'suka']",['suka']
1511,suherti kasta,5,2022-07-30 06:58:29,Tiktok seru banget,1,tiktok seru banget,"['tiktok', 'seru', 'banget']","['tiktok', 'seru', 'banget']"
1512,Joselino Pereira,5,2022-07-30 01:02:32,"Tolok memperbaiki Aplikasinya, kenapa orang yang membagikan Postigan kita koh ita tidak bisa lihat...",1,tolok memperbaiki aplikasinya  kenapa orang yang membagikan postigan kita koh ita tidak bisa lihat   ,"['tolok', 'memperbaiki', 'aplikasinya', 'kenapa', 'orang', 'yang', 'membagikan', 'postigan', 'kita', 'koh', 'ita', 'tidak', 'bisa', 'lihat']","['tolok', 'memperbaiki', 'aplikasinya', 'orang', 'yang', 'membagikan', 'postigan', 'koh', 'ita', 'lihat']"
1513,Noor aldoosri,5,2022-07-29 18:32:31,Tik tok keren,1,tik tok keren,"['tik', 'tok', 'keren']","['tik', 'tok', 'keren']"
1514,Sarni Mansur,5,2022-07-29 17:22:27,Terinspirasi aja aplikasinya bagus,1,terinspirasi aja aplikasinya bagus,"['terinspirasi', 'aja', 'aplikasinya', 'bagus']","['terinspirasi', 'aja', 'aplikasinya', 'bagus']"
1515,AQila Azzahra,5,2022-07-29 16:40:19,Knp ya tik tok saya tidak menghasilkan uang padahal ini akun saya udah lama,1,knp ya tik tok saya tidak menghasilkan uang padahal ini akun saya udah lama,"['knp', 'ya', 'tik', 'tok', 'saya', 'tidak', 'menghasilkan', 'uang', 'padahal', 'ini', 'akun', 'saya', 'udah', 'lama']","['knp', 'tik', 'tok', 'menghasilkan', 'uang', 'akun', 'udah']"
1516,Dede Nisa,5,2022-07-29 07:14:59,Semoga bisa lbh baik,1,semoga bisa lbh baik,"['semoga', 'bisa', 'lbh', 'baik']","['semoga', 'lbh']"
1517,478 “786”,5,2022-07-29 05:59:59,ঠঃডবদপধ,1,ঠঃডবদপধ,['ঠঃডবদপধ'],['ঠঃডবদপধ']
1518,Nur Badriah,5,2022-07-28 19:29:29,Knpa d update trus tiap hri tiktok ko gitu sih bikin kesel ajh pke nyedot pulsa lg,1,knpa d update trus tiap hri tiktok ko gitu sih bikin kesel ajh pke nyedot pulsa lg,"['knpa', 'd', 'update', 'trus', 'tiap', 'hri', 'tiktok', 'ko', 'gitu', 'sih', 'bikin', 'kesel', 'ajh', 'pke', 'nyedot', 'pulsa', 'lg']","['knpa', 'update', 'trus', 'hri', 'tiktok', 'gitu', 'sih', 'bikin', 'kesel', 'ajh', 'pke', 'nyedot', 'pulsa', 'lg']"
1519,Ghader Phone,5,2022-07-28 15:05:01,Titok sangat menghibur poke mantaaappp,1,titok sangat menghibur poke mantaaappp,"['titok', 'sangat', 'menghibur', 'poke', 'mantaaappp']","['titok', 'menghibur', 'poke', 'mantaaappp']"
1520,Didik Riwadi,5,2022-07-28 13:19:17,Fyp kek video gua,1,fyp kek video gua,"['fyp', 'kek', 'video', 'gua']","['fyp', 'kek', 'video', 'gua']"
1521,Ummu Kazhim,5,2022-07-28 12:33:08,Aku suka bikin viral lagi cepetan downlod tiktok sekarang seru bisa cobain filter lagi😘😗😍☺😶😖😖😖😳😳😳😳😳😳😳😳downlod gak atau aku tampol,1,aku suka bikin viral lagi cepetan downlod tiktok sekarang seru bisa cobain filter lagi😘😗😍☺😶😖😖😖😳😳😳😳😳😳😳😳downlod gak atau aku tampol,"['aku', 'suka', 'bikin', 'viral', 'lagi', 'cepetan', 'downlod', 'tiktok', 'sekarang', 'seru', 'bisa', 'cobain', 'filter', 'gak', 'atau', 'aku', 'tampol']","['suka', 'bikin', 'viral', 'cepetan', 'downlod', 'tiktok', 'seru', 'cobain', 'filter', 'gak', 'tampol']"
1522,keenan nio,5,2022-07-28 11:53:40,Awesome,1,awesome,['awesome'],['awesome']
1523,Abir Mia,1,2022-07-28 11:11:08,টিক টক,0,টিক টক,"['টিক', 'টক']","['টিক', 'টক']"
1524,Spider Man,3,2022-07-28 09:55:21,Ok,0,ok,['ok'],[]
1525,Slamet Hadi Hidayatullah,3,2022-07-28 09:52:10,Uyyee,0,uyyee,['uyyee'],['uyyee']
1526,Azkia Ramadahani,5,2022-07-28 09:39:41,Mantapp sangat baguss,1,mantapp sangat baguss,"['mantapp', 'sangat', 'baguss']","['mantapp', 'baguss']"
1527,Tinah Titin,5,2022-07-28 09:36:08,Baguusss krren,1,baguusss krren,"['baguusss', 'krren']","['baguusss', 'krren']"
1528,PGS july,4,2022-07-28 09:07:22,Appk nya bagus tapi aku hanya igin agar bisa di perbaiki agar saat si update terbaru Jagan ada yang hilang karena saat aku danloud dan update lagi akunku ikutan hilang jadi mohon di perbaiki secepatnya 🙏🙏,1,appk nya bagus tapi aku hanya igin agar bisa di perbaiki agar saat si update terbaru jagan ada yang hilang karena saat aku danloud dan update lagi akunku ikutan hilang jadi mohon di perbaiki secepatnya 🙏🙏,"['appk', 'nya', 'bagus', 'tapi', 'aku', 'hanya', 'igin', 'agar', 'bisa', 'di', 'perbaiki', 'agar', 'saat', 'si', 'update', 'terbaru', 'jagan', 'ada', 'yang', 'hilang', 'karena', 'saat', 'aku', 'danloud', 'dan', 'update', 'lagi', 'akunku', 'ikutan', 'hilang', 'jadi', 'mohon', 'di', 'perbaiki', 'secepatnya']","['appk', 'nya', 'bagus', 'igin', 'perbaiki', 'update', 'terbaru', 'jagan', 'yang', 'hilang', 'danloud', 'update', 'akunku', 'ikutan', 'hilang', 'mohon', 'perbaiki', 'secepatnya']"
1529,Arsenio Assuncao,5,2022-07-28 08:06:26,Good apk,1,good apk,"['good', 'apk']",['apk']
1530,Le_ kok,3,2022-07-28 07:10:50,3 duludh..hp saya suka macet klo habis kluar dari tiktok,0,3 duludh  hp saya suka macet klo habis kluar dari tiktok,"['3', 'duludh', 'hp', 'saya', 'suka', 'macet', 'klo', 'habis', 'kluar', 'dari', 'tiktok']","['3', 'duludh', 'hp', 'suka', 'macet', 'klo', 'habis', 'kluar', 'tiktok']"
1531,Icha Bella,5,2022-07-28 06:51:26,Aku suka tiktok banyak pemberitahuan yg aku tidak tau jdi tau,1,aku suka tiktok banyak pemberitahuan yg aku tidak tau jdi tau,"['aku', 'suka', 'tiktok', 'banyak', 'pemberitahuan', 'yg', 'aku', 'tidak', 'tau', 'jdi', 'tau']","['suka', 'tiktok', 'pemberitahuan', 'yg', 'tau', 'jdi', 'tau']"
1532,jumanto jambe,4,2022-07-28 06:11:04,Good keren,1,good keren,"['good', 'keren']",['keren']
1533,Gna Audio,5,2022-07-28 06:03:16,belajar,1,belajar,['belajar'],['belajar']
1534,Olivia Gomes,5,2022-07-28 05:01:35,Bisa liat cewek seksi heheheheehehehe,1,bisa liat cewek seksi heheheheehehehe,"['bisa', 'liat', 'cewek', 'seksi', 'heheheheehehehe']","['liat', 'cewek', 'seksi', 'heheheheehehehe']"
1535,Marlina Lina,5,2022-07-28 02:06:42,Baguss,1,baguss,['baguss'],['baguss']
1536,مورتيه بت,3,2022-07-27 17:10:24,Terima kasih atas aplikasinya yang menyengakan😍,0,terima kasih atas aplikasinya yang menyengakan😍,"['terima', 'kasih', 'atas', 'aplikasinya', 'yang']","['terima', 'kasih', 'aplikasinya', 'yang']"
1537,Wa Ti,5,2022-07-27 16:45:58,Like,1,like,['like'],[]
1538,Joaquene Jomeily Lunetta,5,2022-07-27 11:40:21,Lucu,1,lucu,['lucu'],['lucu']
1539,Nur Pathalish,5,2022-07-27 06:34:21,I like tiktok,1,i like tiktok,"['i', 'like', 'tiktok']",['tiktok']
1540,Lya Sftr,5,2022-07-27 02:06:02,Nice,1,nice,['nice'],['nice']
1541,Nobel icka,5,2022-07-26 23:40:04,sangat bagus,1,sangat bagus,"['sangat', 'bagus']",['bagus']
1542,Leni Kuswati,5,2022-07-26 21:31:07,Aplikasi ini sangat menghibur semua orang 🥰🥰🥰🥰,1,aplikasi ini sangat menghibur semua orang 🥰🥰🥰🥰,"['aplikasi', 'ini', 'sangat', 'menghibur', 'semua', 'orang', '🥰🥰🥰🥰']","['aplikasi', 'menghibur', 'orang', '🥰🥰🥰🥰']"
1543,Sriayu Wandira,5,2022-07-26 19:06:35,Mksih banyak aplikasi nya,1,mksih banyak aplikasi nya,"['mksih', 'banyak', 'aplikasi', 'nya']","['mksih', 'aplikasi', 'nya']"
1544,اسيا محمد,5,2022-07-26 15:48:22,Saya suka dgn aplikasi ini dan saya sangat senang dan menghibur bangat semangat kerja aku jadi okay 😄😄,1,saya suka dgn aplikasi ini dan saya sangat senang dan menghibur bangat semangat kerja aku jadi okay 😄😄,"['saya', 'suka', 'dgn', 'aplikasi', 'ini', 'dan', 'saya', 'sangat', 'senang', 'dan', 'menghibur', 'bangat', 'semangat', 'kerja', 'aku', 'jadi', 'okay', '😄😄']","['suka', 'dgn', 'aplikasi', 'senang', 'menghibur', 'bangat', 'semangat', 'kerja', '😄😄']"
1545,Evi Susanti,5,2022-07-26 15:43:47,Bagus,1,bagus,['bagus'],['bagus']
1546,Sinar Rembulan,5,2022-07-26 11:42:38,Bisa menambah teman dan wawasan,1,bisa menambah teman dan wawasan,"['bisa', 'menambah', 'teman', 'dan', 'wawasan']","['menambah', 'teman', 'wawasan']"
1547,Alfinnurul Falah,5,2022-07-26 10:03:30,Ok. 😄,1,ok  😄,"['ok', '😄']",['😄']
1548,Coho Amel,5,2022-07-26 02:28:43,Pokoknya the best ☺️,1,pokoknya the best ☺️,"['pokoknya', 'the', 'best', '☺️']","['pokoknya', '☺️']"
1549,ALVIAN JAYA,3,2022-07-26 00:52:58,good,0,good,['good'],[]
1550,Jemsss Oke,5,2022-07-25 23:19:03,Sangat bagus,1,sangat bagus,"['sangat', 'bagus']",['bagus']
1551,Roh ROOHANA,5,2022-07-25 19:52:27,Mmmaaaaantteeep,1,mmmaaaaantteeep,['mmmaaaaantteeep'],['mmmaaaaantteeep']
1552,Rekar Aparicio,5,2022-07-25 17:07:24,Okk,1,okk,['okk'],['okk']
1553,Tteh Chikall,5,2022-07-25 12:16:20,Terimakasih tik tok membuat para pejuang devisa terhibur 😍😍,1,terimakasih tik tok membuat para pejuang devisa terhibur 😍😍,"['terimakasih', 'tik', 'tok', 'membuat', 'para', 'pejuang', 'devisa', 'terhibur']","['terimakasih', 'tik', 'tok', 'pejuang', 'devisa', 'terhibur']"
1554,Rosa,5,2022-07-25 12:15:31,Pengalaman Sy sbagai pekerja keras / seorang Pejuang Devisah' untuk msa DPN sang buah ht trcinta',1,pengalaman sy sbagai pekerja keras   seorang pejuang devisah  untuk msa dpn sang buah ht trcinta ,"['pengalaman', 'sy', 'sbagai', 'pekerja', 'keras', 'seorang', 'pejuang', 'devisah', 'untuk', 'msa', 'dpn', 'sang', 'buah', 'ht', 'trcinta']","['pengalaman', 'sy', 'sbagai', 'pekerja', 'keras', 'pejuang', 'devisah', 'msa', 'dpn', 'buah', 'ht', 'trcinta']"
1555,Mariyam imas,4,2022-07-25 11:09:40,Bagus,1,bagus,['bagus'],['bagus']
1556,Ririn Arman,5,2022-07-25 07:25:30,Top,1,top,['top'],['top']
1557,Itays Doank,5,2022-07-25 04:23:00,Sangat baik apalikasi nya bagus,1,sangat baik apalikasi nya bagus,"['sangat', 'baik', 'apalikasi', 'nya', 'bagus']","['apalikasi', 'nya', 'bagus']"
1558,Putri Keisha,5,2022-07-25 00:38:36,Kenapa pas live efek ku gk ada di kontak,1,kenapa pas live efek ku gk ada di kontak,"['kenapa', 'pas', 'live', 'efek', 'ku', 'gk', 'ada', 'di', 'kontak']","['live', 'efek', 'ku', 'gk', 'kontak']"
1559,Naiza,5,2022-07-24 14:47:24,🥰🥰🥰🥰❤❤❤good,1,🥰🥰🥰🥰❤❤❤good,[],[]
1560,Malik Hassan,2,2022-07-24 10:42:08,Gkk asik,0,gkk asik,"['gkk', 'asik']","['gkk', 'asik']"
1561,Nur Yanz,5,2022-07-24 10:09:24,Sangat menyenangkan bikin terhibur,1,sangat menyenangkan bikin terhibur,"['sangat', 'menyenangkan', 'bikin', 'terhibur']","['menyenangkan', 'bikin', 'terhibur']"
1562,Sulaeman A535G,2,2022-07-24 09:59:51,Kacau,0,kacau,['kacau'],['kacau']
1563,matiwos kifalu,5,2022-07-24 08:09:01,Nagaa,1,nagaa,['nagaa'],['nagaa']
1564,Yara Yara,5,2022-07-24 08:02:53,Ok,1,ok,['ok'],[]
1565,Mul Yanti,5,2022-07-24 05:17:16,"Sangat menghibur . mantap banyak yg pelajaran ""yang harus diketahui",1,sangat menghibur   mantap banyak yg pelajaran  yang harus diketahui,"['sangat', 'menghibur', 'mantap', 'banyak', 'yg', 'pelajaran', 'yang', 'harus', 'diketahui']","['menghibur', 'mantap', 'yg', 'pelajaran', 'yang']"
1566,Araao Faculto,5,2022-07-24 04:23:34,Mantap,1,mantap,['mantap'],['mantap']
1567,Mhusq Monkey,5,2022-07-24 02:11:12,Like,1,like,['like'],[]
1568,Sama Moustafa,5,2022-07-23 20:58:42,It's verry Good,1,it s verry good,"['it', 's', 'verry', 'good']",['verry']
1569,Izza Dinillah,5,2022-07-23 20:03:52,Makasih tiktok...krn mu..gak usah kesalon kecantikan vareasinya banyak haha,1,makasih tiktok   krn mu  gak usah kesalon kecantikan vareasinya banyak haha,"['makasih', 'tiktok', 'krn', 'mu', 'gak', 'usah', 'kesalon', 'kecantikan', 'vareasinya', 'banyak', 'haha']","['makasih', 'tiktok', 'krn', 'gak', 'kesalon', 'kecantikan', 'vareasinya', 'haha']"
1570,Isnain Khaidiah Aman,5,2022-07-23 19:39:34,Aplikasi terkeren,1,aplikasi terkeren,"['aplikasi', 'terkeren']","['aplikasi', 'terkeren']"
1571,Yanti Aep ojan,5,2022-07-23 18:49:28,Abdet,1,abdet,['abdet'],['abdet']
1572,Neni Srirahayu2020,5,2022-07-23 17:40:54,Sangat bagus dan sangat menghibur..trmksh tiktok,1,sangat bagus dan sangat menghibur  trmksh tiktok,"['sangat', 'bagus', 'dan', 'sangat', 'menghibur', 'trmksh', 'tiktok']","['bagus', 'menghibur', 'trmksh', 'tiktok']"
1573,Mutiara Kasih,5,2022-07-23 15:17:37,Ok,1,ok,['ok'],[]
1574,Jui Yanti,5,2022-07-23 13:46:18,Bagus,1,bagus,['bagus'],['bagus']
1575,Anaaeni Hanaismi,5,2022-07-23 13:43:18,Ok,1,ok,['ok'],[]
1576,Gina Vita,1,2022-07-23 09:44:51,Apah salah saya sampey saya tida bisa unggah setatus dmn salah nya coba jelaskan,0,apah salah saya sampey saya tida bisa unggah setatus dmn salah nya coba jelaskan,"['apah', 'salah', 'saya', 'sampey', 'saya', 'tida', 'bisa', 'unggah', 'setatus', 'dmn', 'salah', 'nya', 'coba', 'jelaskan']","['apah', 'salah', 'sampey', 'tida', 'unggah', 'setatus', 'dmn', 'salah', 'nya', 'coba']"
